TIDM,Name,Industry,Subsector,Price,Graham number / Close,1y ago Graham number / Close  1y ago,EV / EBIT,1y ago EV / EBIT,EV / EBIT 5y av.,fc PE,PE,1y ago PE,PE 5y av.,PE 10y av.,PEG,1y ago PEG,Price to NAV,1y ago price to NAV,Yield,Dividend Cover,Broker consensus,Previous consensus,EBIT (m),Dir holdings 3m change %,City holdings 3m change %,Net debt to EBITDA,% Total Return 1y,EV / Free cash flow,Beta 1y daily (vs. UKX) TTM,
APTD,Aptitude Software Group PLC,Technology,Software,£2.85,0.5337,0.44182,35.7,37.2,31.6,21.0,29.0,41.4,38.9,28.0,0.8,,2.7,5.8,1.9,1.8,Buy,Buy,4.1,-0.0469,9.9056,-1.8,-27.8,75.0,-0.12,
AEEE,Aquila Energy Efficiency Trust PLC,Financials,Closed End Investments,€0.835,0.1753,0,,,,,>500,,,,,,0.8,,,0.03,,,0.0,,,,-3.47,-16.7,0.07,
AEET,Aquila Energy Efficiency Trust PLC,Financials,Closed End Investments,£0.58,0.25347,0,,,,,>500,,,,,,0.6,,6.1,0.03,No Opinion,No Opinion,0.0,0.0000,22.8899,,-20.6,-16.7,0.06,
AERS,Aquila European Renewables PLC,,,£0.725,,,,,,,,,,,,,,,,,,,,,,,-12.6,,0.19,
AERI,Aquila European Renewables PLC,Financials,Closed End Investments,€0.8275,2.1931,1.4891,,,,,6.2,13.2,,,,0.2,0.8,1.0,5.5,2.9,,,0.0,0.0000,4.0378,,-14.9,17.5,0.21,
AQSG,Aquila Services Group PLC,Financials,Asset Managers and Custodians,£0.235,0.87425,0.885,9.2,11.0,,,19.6,17.5,44.4,,,,1.5,1.6,3.2,1.6,,,0.8,0.2502,0.0000,-2.5,-1.02,15.2,0.00,
AQX,Aquis Exchange PLC,Financials,Investment Services,£3.62,0.47087,0.52558,19.9,35.5,,18.7,23.1,33.5,,,1.0,,4.3,8.8,,,Buy,Buy,4.5,0.0027,0.0000,-1.9,11.4,40.3,0.28,
ARBB,Arbuthnot Banking Group PLC,Financials,Consumer Lending,£9.50,2.4269,2.3977,,,,3.8,5.6,7.7,23.0,,0.1,0.1,0.7,0.6,4.4,4.0,No Opinion,No Opinion,0.0,0.0000,0.0000,,32.1,28.2,0.61,
ARCM,Arc Minerals Ltd,Basic Materials,Gold Mining,£0.029,,,24.8,,,,,,,,,,5.7,3.9,,,,,1.4,-0.1822,0.0000,-0.4,-7.94,-9.3,0.47,
ARC,Arcontech Group PLC,Technology,Software,£1.005,0.90046,0.90757,7.1,5.2,12.8,22.8,15.7,16.3,20.4,20.9,,0.4,1.8,1.4,3.5,1.8,No Opinion,No Opinion,1.0,0.0000,0.0000,-5.6,29.7,8.6,0.22,
AREC,Arecor Therapeutics PLC,Health Care,Biotechnology,£1.925,,,,,,,,,,,,,3.4,6.0,,,Buy,Buy,-10.5,0.0000,0.0000,,-27.4,-4.9,-0.28,
AGFX,Argentex Group PLC,Financials,Investment Services,£1.0285,0.65768,0.66349,7.9,14.7,10.4,11.4,14.7,21.7,,,0.5,1.2,3.5,5.0,1.9,3.5,Buy,Buy,10.8,0.0000,1.2280,-2.4,20.3,6.0,0.37,
ARB,Argo Blockchain PLC,Financials,Financial Data Providers,£0.08125,,3.3162,,12.1,,,,13.0,,,,,3.4,2.3,,,Hold,Hold,-213.3,0.0000,0.0000,47.2,-78,-0.5,1.61,
ARGO,Argo Group Ltd,Financials,Asset Managers and Custodians,£0.07,,5.8733,1.6,4.5,,,,6.4,,,,,0.2,0.4,,,,,1.0,0.0000,0.0000,-1.4,-41.7,-1.8,0.25,
ARG,Argos Resources Ltd,Energy,Oil - Crude Producers,£0.0035,,,,,,,,,,,,,,,,,,,,-19.9042,-22.7300,,-82.1,,0.12,
AAU,Ariana Resources PLC,Basic Materials,Gold Mining,£0.027,1.7161,,,,,13.5,6.8,,,,,,1.1,1.6,,,Buy,Buy,-0.7,0.0000,0.0000,,0,-6.7,-0.16,
ARIX,Arix Bioscience PLC,Financials,Diversified Financial Services,£1.21,0.52517,,1.2,0.5,,0.006,118.0,,,,0.0,,0.7,0.6,,,Buy,Buy,25.5,0.0000,-0.2917,-4.8,11,-6.4,0.19,
ARK,Arkle Resources PLC,Basic Materials,General Mining,£0.00325,,,,,,,,,,,,,0.4,0.6,,,,,-0.3,0.0000,0.0000,,-50,-3.9,0.26,
ACP,Armadale Capital PLC,Basic Materials,General Mining,£0.008,,,,,,,,,,,,,,5.0,,,No Opinion,No Opinion,-0.3,0.0000,0.0000,,-57.9,-36.2,0.18,
AXL,Arrow Exploration Corp,Energy,Oil - Crude Producers,£0.195,,1.7694,7.4,,,4.5,,7.3,,,,,2.0,0.8,,,Buy,Buy,6.4,0.0000,-3.2982,-0.9,27.9,10.9,1.12,
ATS,Artemis Alpha Trust PLC,Financials,Closed End Investments,£2.985,0.46885,,,,,,124.4,,,,,,0.8,0.9,2.1,0.4,,,0.0,0.0009,0.4421,,10.8,80.1,0.49,
ARV,Artemis Resources Ltd,Basic Materials,General Mining,£0.014,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,-50,,0.15,
ASAI,ASA International Group PLC,Financials,Consumer Lending,£0.453,4.2989,1.6515,,,,3.8,3.0,20.9,,,,0.2,0.6,1.8,,,Outperform,Outperform,0.0,-0.9661,-17.8700,,-48.4,10.3,0.42,
AST,Ascent Resources PLC,Energy,Oil - Crude Producers,£0.027,2.367,,,,,,,,,,,,-2.7,0.1,,,No Opinion,No Opinion,-2.1,0.0000,-8.9667,,-53.4,-3.8,-0.04,
ASCL,Ascential PLC,Technology,Consumer Digital Services,£1.976,1.1007,0.91786,23.0,66.3,,16.2,15.2,42.4,,,,1.2,1.2,2.3,,,Outperform,Outperform,50.3,0.0000,0.0000,2.0,-7.23,-641.8,1.09,
ASPL,Aseana Properties Ltd,Real Estate,Real Estate Holding and Development,$0.12,,,,,,,,,,,,,0.3,0.5,,,,,0.0,0.0000,0.0000,,-31.4,-11.5,0.38,
ASHI,Ashington Innovation PLC,Financials,Diversified Financial Services,£0.0275,,,,,,,,,,,,,105.5,,,,,,-0.4,-1.6287,0.0000,,,-4.7,,
ASHM,Ashmore Group PLC,Financials,Asset Managers and Custodians,£1.8495,1.0322,1.1363,6.0,5.8,11.0,15.4,14.6,11.9,16.1,17.3,,,1.5,1.7,9.1,0.8,Hold,Hold,145.0,0.0592,-0.6488,-4.5,-2.49,6.7,1.52,
AIE,Ashoka India Equity Investment Trust PLC,Financials,Closed End Investments,£2.295,0.87772,2.2311,,,,,24.3,3.0,,,,,1.3,1.0,,,,,0.0,0.0000,0.0000,,7.24,-99.8,0.41,
AWEM,Ashoka Whiteoak Emerging Markets Trust PLC,Financials,Asset Managers and Custodians,£1.00,,,,,,,,,,,,,,,,,,,,0.0327,3.0948,,,,,
AHT,Ashtead Group PLC,Industrials,Commercial Vehicle-Equipment Leasing,£50.02,0.68588,0.68919,12.0,13.8,13.7,14.1,15.8,17.2,17.5,16.7,1.4,0.7,4.4,4.6,1.6,3.9,Outperform,Outperform,2959.7,-0.0411,0.0000,2.0,25.8,93.5,1.52,
AT.,Ashtead Technology Holdings PLC,Energy,Oil Equipment and Services,£4.32,0.4677,0.66494,18.6,12.1,15.4,15.4,22.3,13.6,,,0.5,0.3,4.5,2.3,0.2,19.4,Buy,Buy,20.1,0.0000,-1.1721,1.0,80,21.6,0.67,
DGN,Asia Dragon Trust PLC,Financials,Closed End Investments,£3.49,,2.6041,,,,,,5.3,,,,,0.7,0.9,1.9,,,,0.0,0.0000,3.3723,,-16.4,108.5,0.76,
ASIA,Asia Strategic Holdings Ltd,Consumer Discretionary,Hotels and Motels,$6.00,0.61942,0.72961,,,,,,,,,,,-20.0,-21.6,,,,,-5.1,0.0000,0.0000,,-7.69,-16.8,0.01,
ARS,Asiamet Resources Ltd,Basic Materials,General Mining,£0.01075,,,,,,,,,,,,,7.4,9.5,,,Buy,Buy,-6.8,1.6535,0.0000,,2.38,-3.6,0.21,
ASC,ASOS PLC,Consumer Discretionary,Apparel Retailers,£3.813,,2.6961,22.6,19.4,36.6,,,30.9,,,,,0.4,3.8,,,Hold,Hold,44.1,14.0245,-0.9599,3.8,-39.9,-2.9,2.29,
ASTO,AssetCo PLC,Industrials,Security Services,£0.395,1.8742,,5.7,,,,13.8,,,,,,0.7,4.3,3.3,2.2,Outperform,Outperform,2.2,-1.7178,0.0000,-16.4,-39.6,-3.1,0.47,
ASBE,Associated British Engineering PLC,Industrials,Machinery - Engines,£0.15,0.8008,,,,,,75.0,,,,,,0.5,,,,,,-0.1,0.0000,0.0000,,,,,
ABF,Associated British Foods PLC,Consumer Staples,Food Products,£20.425,0.99286,1.1622,12.0,16.6,14.1,14.9,15.8,24.7,19.9,23.2,2.6,0.4,1.4,1.6,2.1,3.0,Outperform,Outperform,1482.0,0.0035,0.2946,0.8,61.9,348.9,1.08,
AGR,Assura PLC,Real Estate,Health Care REITs,£0.4208,1.467,1.2944,,16.3,,12.8,13.0,21.6,22.3,24.2,7.2,3.3,0.8,1.1,7.3,1.1,Outperform,Outperform,-91.7,0.0045,3.8437,,-12.5,280.3,0.81,
AML,Aston Martin Lagonda Global Holdings PLC,Consumer Discretionary,Automobiles,£2.589,,,,,,,,,,,,,2.4,2.5,,,Outperform,Outperform,-117.9,0.0525,19.6159,4.2,82,-9.7,1.33,
AZN,AstraZeneca PLC,Health Care,Pharmaceuticals,£110.89,0.53633,0.56785,50.5,,,19.0,20.3,22.2,23.6,22.7,3.1,0.9,5.6,4.6,2.2,2.3,Buy,Buy,4621.0,0.0000,0.0000,2.5,12.4,33.1,0.74,
ATYM,Atalaya Mining PLC,Basic Materials,Gold Mining,£3.295,1.2696,4.3504,14.3,3.9,8.7,10.0,16.4,5.2,10.2,,0.3,,1.1,1.5,1.9,3.4,Buy,Buy,33.4,0.0000,0.0000,-0.7,78.9,-30.6,0.84,
ATN,Aterian PLC,Basic Materials,General Mining,£0.00825,,,,,,,,,,,,,2.4,,,,,,-3.5,2.3252,-22.8941,,,-11.0,,
ATY,Athelney Trust PLC,Financials,Closed End Investments,£1.95,,3.2785,,,,,,3.5,,,,,0.9,0.7,4.9,,,,0.0,0.0000,0.0000,,-0.146,-15.8,-0.03,
ALL,Atlantic Lithium Ltd,Basic Materials,Iron and Steel,£0.25625,,,,,,,,,,,,,8.4,2.7,,,Buy,Outperform,-18.5,-0.0427,0.0000,,-35.1,-10.8,0.90,
AJG,Atlantis Japan Growth Fund Ltd,Financials,Closed End Investments,£1.735,,,,,,,,,,,,,0.9,0.9,5.0,,,,0.0,0.0056,1.9284,,8.6,11.5,0.13,
ATOM,Atome Energy PLC,Utilities,Alternative Electricity,£0.92,,,,,,,,,,,,,8.0,6.5,,,Buy,Buy,-5.4,0.0000,-1.9856,,-0.541,-6.8,0.30,
ROOF,Atrato Onsite Energy PLC,Financials,Asset Managers and Custodians,£0.699,,,,,,6.3,,,,,,,0.8,,6.1,,Outperform,Outperform,0.0,0.0000,-13.0839,,-24,-8.4,-0.06,
ATG,Auction Technology Group PLC,Technology,Software,£6.35,0.83571,0.45572,49.7,,,21.3,21.9,144.6,,,6.9,0.7,1.4,3.6,,,Buy,Buy,18.5,0.0023,0.0000,2.5,-9.8,34.6,0.91,
BOOM,AudioBoom Group PLC,Consumer Discretionary,Electronic Entertainment,£1.40,,0.57842,,164.3,,118.5,,47.2,,,,,1.6,20.9,,,No Opinion,No Opinion,-0.3,1.8286,0.0000,-2.1,-70.2,6.6,1.22,
AUGM,Augmentum Fintech PLC,Financials,Closed End Investments,£0.95,1.0685,3.7689,,,,11.1,34.7,3.8,13.2,,0.2,,0.6,0.8,,,Buy,Buy,0.0,0.0310,-1.5090,,-3.06,8.5,0.53,
AUK,Aukett Swanke Group PLC,Industrials,Engineering and Contracting Services,£0.01825,,,,,,,,,,,,,7.5,1.1,,,,,-1.7,0.0000,0.0000,,-24,-5.5,-0.12,
AURA,Aura Energy Ltd,Basic Materials,Nonferrous Metals,£0.165,,,,,,,,,,,,,4.9,2.4,,,No Opinion,No Opinion,-6.2,0.0000,1.0681,,1.23,-18.7,0.22,
ARA,Aura Renewable Acquisitions PLC,Financials,Diversified Financial Services,£0.0625,0,,,,,,,,,,,,,,,,,,-0.2,0.0000,3.0476,,-16.7,-3.3,0.41,
ARR,Aurora Investment Trust PLC,Financials,Closed End Investments,£2.095,,2.4706,,,,,,5.8,,,,,1.0,0.9,1.4,,No Opinion,No Opinion,0.0,0.0000,0.0000,,9.24,72.6,0.51,
AURR,Aurrigo International PLC,Technology,Electronic Components,£1.225,,0.0786,,,,,,,,,,,5.9,,,,Buy,Buy,-2.6,0.0000,0.0000,,121,-12.3,0.05,
AUTG,Autins Group PLC,Consumer Discretionary,Auto Parts,£0.125,,,,,,,,,,,,,0.6,0.7,,,No Opinion,No Opinion,-3.0,-0.3663,0.0000,,-10.7,-6.6,0.07,
AUTO,Auto Trader Group PLC,Technology,Consumer Digital Services,£6.125,2.9756,3.1169,20.7,19.6,22.3,22.2,0.2,0.2,17.6,,,0.04,10.8,12.6,1.4,322.9,Outperform,Outperform,277.3,0.0157,0.0316,0.2,14.8,22.0,1.02,
AVCT,Avacta Group PLC,Health Care,Biotechnology,£1.21,,,,,,,,,,,,,17.7,7.8,,,Buy,Buy,-29.0,0.0000,0.0000,,10,-18.1,0.34,
AVAP,Avation PLC,Industrials,Commercial Vehicle-Equipment Leasing,£1.03,4.7231,,124.2,190.1,83.4,14.2,3.9,,,,,,0.4,0.6,,,Buy,Buy,7.1,0.0000,0.0000,16.5,4.57,16.2,0.30,
AGT,AVI Global Trust PLC,Financials,Closed End Investments,£2.015,,2.9672,,,,,,3.6,,,,,1.0,0.9,1.6,,,,0.0,0.0027,-0.2025,,14.8,117.0,0.74,
AJOT,AVI Japan Opportunity Trust PLC,Financials,Closed End Investments,£1.1425,,1.7058,,,,,,9.0,,,,,1.0,1.0,1.3,,,,0.0,0.0000,-1.0126,,2.48,153.7,0.23,
AVG,Avingtrans PLC,Industrials,Machinery - Industrial,£4.10,0.93551,0.90576,14.6,10.8,,18.5,19.0,15.0,20.6,,6.8,,1.3,1.1,1.0,5.2,Buy,Buy,8.6,0.0000,-3.0135,-1.0,-2.52,-48.3,-0.00,
AV.,Aviva PLC,Financials,Life Insurance,£3.8815,1.8358,1.5153,,8.0,,10.7,6.6,12.6,7.4,8.4,,0.1,0.9,0.6,7.9,1.9,Outperform,Outperform,-1216.0,-0.0051,0.0000,,7.96,,1.16,
AVON,Avon Protection PLC,Industrials,Defense,£6.155,0.91178,0.93399,,,,36.2,36.7,43.2,24.4,19.6,>10,,1.1,4.0,6.0,0.5,Outperform,Hold,-2.6,0.0000,1.2030,2.7,-36.1,25.1,0.47,
0Q4G,Awilco LNG,Industrials,Marine Transportation,NOK 8.80,0.1026,0.31094,15.9,9.7,101.8,,21.5,4.6,,,,,0.9,0.8,5.7,0.7,,,18.4,,,6.0,72.7,13.8,0.29,
AXI,Axiom European Financial Debt Ltd,,,£0.855,,,,,,,,,,,,,,,,,,,,0.0000,-50.2208,,-3.93,,-0.00,
BME,B&M European Value Retail SA,Consumer Discretionary,Diversified Retailers,£5.755,0.41698,0.84986,14.6,12.2,14.0,15.2,16.0,13.0,15.2,,3.0,,8.1,7.2,2.5,2.5,Outperform,Outperform,535.0,0.0000,-2.8186,2.5,97.7,18.6,0.92,
B90,B90 Holdings PLC,Consumer Discretionary,Casinos and Gambling,£0.05875,,,,,,,,,,,,,6.5,6.5,,,No Opinion,Buy,-3.2,3.1139,6.7870,,38.2,-13.0,-0.12,
BAB,Babcock International Group PLC,Industrials,Defense,£4.084,0.41207,1.0239,19.3,30.3,,10.5,22.3,10.7,,,0.2,,5.5,2.4,,,Outperform,Outperform,134.9,0.0419,0.2754,1.8,40.4,76.2,1.02,
BA.,BAE Systems PLC,Industrials,Defense,£10.16,0.64769,0.60479,14.1,10.6,12.5,16.2,18.5,11.6,12.6,12.7,1.3,0.7,2.8,2.3,2.7,2.0,Outperform,Outperform,2479.0,0.0001,0.1368,1.5,29,21.8,0.42,
BGCG,Baillie Gifford China Growth Trust PLC,Financials,Closed End Investments,£2.115,,,,,,,,,,,,,0.7,1.0,0.8,,,,0.0,0.0000,6.3871,,-18,1299.4,0.96,
BGEU,Baillie Gifford European Growth Trust PLC,Financials,Closed End Investments,£0.825,,3.929,,,,,,5.2,,,,,1.0,1.0,0.8,,,,0.0,0.0000,4.9258,,5.17,729.0,1.27,
BGFD,Baillie Gifford Japan Trust (The) PLC,Financials,Closed End Investments,£7.035,,2.7282,,,,,,5.9,,,,,0.8,1.0,1.3,,,,0.0,0.0000,14.5170,,-2.8,76.7,0.58,
BGS,Baillie Gifford Shin Nippon PLC,Financials,Closed End Investments,£1.284,,,,,,,,,,,,,0.8,1.0,,,,,0.0,0.0032,6.2944,,-17.3,165.9,0.47,
BGUK,Baillie Gifford UK Growth Fund PLC,Financials,Closed End Investments,£1.539,0.52299,,,,,,103.2,,,,,,0.8,0.9,2.3,0.4,,,0.0,0.0006,4.6662,,6.13,45.8,1.04,
USA,Baillie Gifford US Growth Trust PLC,Financials,Asset Managers and Custodians,£1.466,,,,,,,,,,,,,0.8,0.9,,,,,0.0,0.0000,0.0000,,-16.6,-96.2,0.99,
BSRT,Baker Steel Resources Trust Ltd,Financials,Closed End Investments,£0.352,,0.91246,,,,,,62.5,,,,,0.4,0.8,,,,,0.0,0.0376,8.1719,,-37.7,-32.1,0.40,
BAKK,Bakkavor Group PLC,Consumer Staples,Food Products,£0.925,1.5952,1.8369,10.3,10.8,11.0,11.7,10.0,12.4,11.1,,,,0.9,1.1,7.5,1.3,Outperform,Outperform,89.4,0.0000,-1.4003,2.4,15.8,18.6,-0.03,
BCPT,Balanced Commercial Property Trust Ltd,Real Estate,Diversified REITs,£0.6735,1.6682,1.4377,,,,12.6,13.9,23.9,20.9,24.6,1.3,2.6,0.6,0.8,7.2,1.0,Hold,Hold,0.0,0.0000,0.0000,,-8.32,21.8,1.03,
BBY,Balfour Beatty PLC,Industrials,Construction,£3.16,1.5157,1.1769,5.6,14.9,12.6,9.1,6.8,8.9,21.6,,,0.2,1.4,1.2,3.3,4.5,Buy,Buy,243.0,0.0158,0.0000,-1.2,4.31,6.2,0.71,
BCG,Baltic Classifieds Group PLC,Technology,Consumer Digital Services,£1.958,0.55145,0.74311,39.9,71.3,55.6,25.5,29.3,24.6,,,1.9,1.2,3.4,2.4,1.1,3.1,Outperform,Outperform,29.1,0.0959,0.0000,0.9,49.8,27.5,0.69,
0RQF,Balyo SA,Industrials,Machinery - Specialty,€0.842,0.57728,,,,,,,,,,,,-11.6,22.2,,,,,-4.3,,,,50.9,-15.0,0.69,
BVA,Banco Bilbao Vizcaya Argentaria SA,Financials,Banks,€7.47,1.8697,2.132,,,,,6.1,7.4,7.0,11.2,,0.1,1.0,0.8,5.8,2.8,,,0.0,0.0000,0.0000,,70.6,23.2,1.48,
BNC,Banco Santander SA,Financials,Banks,£3.0675,2.5479,3.1345,,,,,6.4,6.3,106.4,61.0,,0.4,0.6,0.6,3.4,4.6,Outperform,Outperform,0.0,0.0000,0.0000,,45.4,72.3,1.77,
BGO,Bango PLC,Technology,Consumer Digital Services,£1.99,,0.30511,,,,56.3,,79.9,,,,,5.9,5.4,,,Buy,Buy,-14.9,0.0035,0.0000,-1.4,2.05,-31.8,0.49,
BOCH,Bank of Cyprus Holdings PLC,Financials,Banks,£2.585,0.11839,0.18213,,,,5.4,151.6,112.6,,,0.06,0.9,0.6,0.2,1.6,0.4,Buy,Buy,0.0,0.0000,0.0000,,131,8.4,0.39,
BGEO,Bank of Georgia Group PLC,Financials,Banks,£35.975,5.9598,7.486,,,,4.0,5.1,4.4,5.4,,0.2,0.1,1.3,1.1,6.5,3.0,Buy,Buy,0.0,0.0000,9.5726,,90.5,5.1,1.18,
BIRG,Bank of Ireland Group PLC,Financials,Banks,€9.1225,1.611,2.2795,,,,5.7,10.5,5.0,,,0.1,,0.8,0.5,2.3,4.1,Hold,Hold,0.0,0.0000,-0.2219,,38.8,75.7,1.09,
AR15,Bank Of Montreal 5.98% CALL SNR NTS 28/09/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNKR,Bankers Investment Trust PLC,Financials,Closed End Investments,£0.9605,,2.7024,,,,,,4.5,,,,,0.9,0.9,2.4,,,,0.0,0.0026,10.8593,,1.22,14.5,0.85,
BARC,Barclays PLC,Financials,Banks,£1.5773,3.6994,3.9738,,,,5.0,4.2,4.6,7.7,,,,0.4,0.5,4.6,5.3,Outperform,Outperform,0.0,0.0035,0.0000,,9.5,18.9,1.69,
BEMO,Baring Emerging EMEA Opportunities PLC,Financials,Closed End Investments,£4.89,,4.2494,,,,,,3.2,,,,,0.8,0.9,3.5,,,,0.0,0.0000,-0.2023,,-4.71,,0.29,
BARK,Barkby Group PLC (The),Consumer Discretionary,Hotels and Motels,£0.0725,3.1886,,,,,,,,,,,,-1.4,34.5,,,No Opinion,No Opinion,-5.9,0.0000,0.0000,,-23.7,17.0,0.90,
BOIL,Baron Oil PLC,Energy,Oil - Crude Producers,£0.00085,0,0,,,,,,,,,,,1.6,1.6,,,No Opinion,Buy,-1.4,3.3224,0.0000,,-26.1,-4.0,1.14,
BMD,Baronsmead Second Venture Trust PLC,Financials,Closed End Investments,£0.55,,3.1474,,,,,,4.1,,,,,0.8,1.0,10.9,,,,0.0,-0.0046,0.0000,,-7.31,-87.0,-0.15,
BVT,Baronsmead Venture Trust PLC,Financials,Closed End Investments,£0.525,,2.9851,,,,,,4.5,,,,,0.9,1.0,11.0,,,,0.0,0.0000,0.0000,,-7.32,-50.2,-0.12,
BAG,Barr (AG) PLC,Consumer Staples,Soft Drinks,£4.8475,0.82167,0.7377,12.1,11.8,15.6,15.2,16.4,20.2,21.0,20.5,2.2,1.0,2.0,2.3,2.7,2.3,Outperform,Outperform,44.5,0.0004,0.0000,-0.1,6.61,27.6,0.27,
BDEV,Barratt Developments PLC,Consumer Discretionary,Home Construction,£4.395,1.9452,2.6984,4.8,5.4,6.3,17.0,7.0,5.6,8.5,9.3,,,0.8,0.8,7.2,2.0,Outperform,Outperform,738.1,-0.0041,-3.1352,-1.3,34.6,7.3,1.33,
BEY,Barryroe Offshore Energy PLC,,,£0.00575,,,,,,,,,,,,,,,,,,,,-1.2906,-26.4880,,-80.8,,0.05,
BSE,Base Resources Ltd,Basic Materials,General Mining,£0.0885,7.5154,1.4107,0.6,6.1,3.1,1.7,1.5,24.2,8.0,,,0.04,0.4,0.8,38.8,1.7,Buy,Buy,116.9,0.0000,-1.0128,-0.5,-27.3,1.2,0.12,
BVC,BATM Advanced Communications Ltd,Telecommunications,Telecommunications Equipment,£0.2715,,1.0873,150.5,34.6,,82.8,,81.2,,,,,1.3,3.9,,,No Opinion,No Opinion,0.8,0.0000,0.0000,-3.1,-3.04,-11.7,0.90,
BAY,Bay Capital PLC,Financials,Open End and Miscellaneous Investment Vehicles,£0.17,,,,,,,,,,,,,1.9,2.7,,,,,-0.3,0.0000,0.0000,,6.25,-20.8,0.08,
BCE,Beacon Energy PLC,Energy,Alternative Fuels,£0.001525,,,,,,,,,,,,,,5.3,,,,,-1.0,10.4409,35.0382,,-12.9,-29.0,-0.41,
BRS,Beacon Rise Holdings PLC,Financials,Diversified Financial Services,£0.65,,0,,,,,,,,,,,1.9,,,,,,-0.3,0.0000,0.0000,,-74,-0.6,-0.55,
BEZ,Beazley PLC,Financials,Property and Casualty Insurance,£5.505,0.89934,1.0063,19.3,9.5,,6.0,25.6,14.7,,,0.08,,1.7,1.8,2.5,1.6,Outperform,Outperform,229.7,0.0014,0.2651,,-1.91,4.0,0.99,
TAB,Becket Invest PLC,Financials,Diversified Financial Services,£0.0105,,,,,,,,,,,,,,,,,,,,0.0000,11.4808,,,,,
BKS,Beeks Financial Cloud Group PLC,Technology,Computer Services,£0.895,0.79555,0.29071,173.9,,,20.0,21.2,40.0,32.0,,3.4,1.0,1.9,4.9,,,Buy,Buy,0.3,0.0000,-0.6042,-0.7,-38.3,-6.0,0.31,
BEG,Begbies Traynor Group PLC,Financials,Diversified Financial Services,£1.165,0.92883,0.75079,26.7,38.0,38.0,11.4,11.6,13.4,14.8,14.8,8.5,0.9,2.1,2.1,3.2,2.7,Buy,Buy,7.1,-3.1388,2.9517,0.3,-11.7,54.9,0.24,
BBH,Bellevue Healthcare Trust PLC,Financials,Closed End Investments,£1.377,,1.6834,,,,,,11.3,,,,,0.8,1.0,4.7,,,,0.0,0.0050,0.0000,,-11.7,-69.3,0.68,
BELL,Belluscura PLC,Health Care,Medical Equipment,£0.33,,,,,,,,,,,,,2.7,7.0,,,Buy,Buy,-7.5,0.0000,0.0000,,-39.4,-2.9,0.35,
BWY,Bellway PLC,Consumer Discretionary,Home Construction,£22.84,2.2079,2.7112,7.9,7.6,7.7,7.0,5.5,9.4,9.0,9.6,,0.5,0.8,1.2,6.1,3.0,Outperform,Outperform,319.9,0.0000,0.0000,-0.7,43.5,43.7,1.31,
BLV,Belvoir Group PLC,Real Estate,Real Estate Services,£2.21,0.94708,0.90277,8.8,10.5,9.1,11.1,11.5,12.9,10.7,13.3,3.7,,2.2,2.9,4.1,2.1,No Opinion,No Opinion,9.3,0.0000,0.0000,-0.1,1.54,8.9,0.12,
BMK,Benchmark Holdings PLC,Health Care,Biotechnology,£0.385,,,,,,48.1,,,,,,,0.8,1.5,,,Buy,Buy,-4.8,0.0000,0.0000,2.4,-2.41,-16.3,0.37,
BEN,Bens Creek Group PLC,Energy,Coal,£0.1575,3.1751,0.064409,3.0,,,,1.9,,,,,,2.1,,,,No Opinion,No Opinion,27.5,0.0000,0.8134,0.3,-47.5,-5.5,0.74,
BEM,Beowulf Mining PLC,Basic Materials,General Mining,£0.015,,,,,,,,,,,,,1.0,6.7,,,,,-1.7,0.0000,0.0000,,-63.9,-5.8,0.26,
0RU5,Bergenbio ASA,Health Care,Biotechnology,NOK 0.1074,,,,,,,,,,,,,0.1,5.3,,,,,-301.8,,,,-98.3,-0.4,0.43,
BKY,Berkeley Energia Ltd,Basic Materials,General Mining,£0.1975,0.35003,0.9713,,5.8,,,363.2,,,,,,1.8,-10.0,,,No Opinion,No Opinion,-69.7,-0.4128,84.0975,,21.5,-19.6,0.25,
BKG,Berkeley Group Holdings (The) PLC,Consumer Discretionary,Home Construction,£40.765,1.3002,1.5052,6.3,7.6,7.2,11.6,9.8,9.9,11.1,10.5,,3.7,1.3,1.4,,,Outperform,Outperform,625.9,-0.8010,0.6355,-0.6,27.2,9.8,1.13,
BOTB,Best of the Best PLC,,,£5.30,,,,,,,,,,,,,,,,,,,,-15.8391,-35.5443,,34.2,,0.00,
BXP,Beximco Pharmaceuticals Ltd,Health Care,Pharmaceuticals,£0.385,379.29,204.25,10.9,7.8,7.9,,4.5,8.8,6.4,,,>10,0.6,1.2,7.1,348.1,No Opinion,No Opinion,7660.7,0.0000,0.0000,1.4,-42.4,65.4,-0.21,
BZT,Bezant Resources PLC,Basic Materials,Gold Mining,£0.000325,0,0,,,,,,,,,,,0.2,0.9,,,,,-0.7,3.0234,0.0000,,-63.9,-2.3,0.17,
BHMG,BH Macro Ltd,Financials,Closed End Investments,£3.54,1.842,0.60743,,,,,11.9,87.2,25.6,,,0.2,0.9,1.1,,,Hold,Hold,0.0,0.0000,51.7166,,-24.7,-7.0,0.25,
BHMU,BH Macro Ltd,Financials,Closed End Investments,$3.63,1.7789,0.58622,,,,,10.2,69.1,20.5,,,0.1,0.7,0.9,,,,,0.0,0.0000,0.0000,,-25.5,-7.0,0.21,
